id,text,HS,TR,AG,original_text
22682,@troncomachin Shut up you fucking bitch https://t.co/65oVOwG1by,1,1,1,@troncomachin Que te calles puta de mierda https://t.co/65oVOwG1by
22683,Record it in your head Baekhyun is not a cat or a whore or a fox nor is she a woman she is a man you know thank you,0,0,0,Grabenselo en la cabeza Baekhyun no es ninguna gata ni puta ni zorra ni es mujer es hombre saben gracias
22684,"@TitoHunterLoL Shut up, on Friday you're going to get punched, you piece of scum",0,0,0,@TitoHunterLoL Callate q el viernes t vas a llevar un puñetazo trozo d escoria
22685,@AriiSayago Oh shut up bitch if I always go to your house well I would go because hsce how much I don't go hahaha,1,1,1,@AriiSayago Ay callate perra si siempre voy a tu casa bueno hiba porque hsce cuanto no voy jajajaj
22686,"REMITTANCES INCREASE In June they amounted to 3 thousand 141 million dollars, an annual increase of 23.1% #Family Remittances #Migrants #Undocumented #Entera2 @RayoVen JL https://t.co/S3rikfRxnB",0,0,0,"AUMENTAN LAS REMESAS En junio ascendieron a 3 mil 141 millones de dólares, un incremento anual de 23.1%  #RemesasFamiliares #Migrantes #Indocumentados #Entera2 @RayoVen JL https://t.co/S3rikfRxnB"
22687,"@cristobaIsoria_ eat shit, suck dicks, cowardly imbecile, you don't stand up for your team and you came out yesterday as a typical cowardly bastard. Someday I will face you and we will break your face like you deserve it son of a bitch",0,0,0,"@cristobaIsoria_ come mierda, chupa pollas, imbécil cobarde no das la cara por tu equipo y saliste ayer como típico cobarde malnacidos. Algún día te tendré de frente y te partiremos la cara como te lo mereces hijo de puta"
22688,#FinalGH motherfuckers tongazo until the end.....Yang didn't deserve this,0,0,0,#FinalGH hijos de puta tongazo hasta el final.....Yang no merecía esto
22689,"@Guille_1128 That gives me a sweat, shut up and die the fuck up, you piece of human scum",0,0,0,"@Guille_1128 Que me la suda, cállate y muérete de una puta vez, pedazo de escoria humana"
22690,@AgusssLarrosa shut up bitch what do you call your best friend ortho bitch learn to write bye,1,1,1,@AgusssLarrosa callate perra q t haces llamar mejor amiga zorra del orto aprende a escribir chau
22691,This is the series with which Jesús Hdez-Güero obtained the V Jacobo Tosio Scholarship &gt;&gt;&gt; https://t.co/YEQ2fRJwiv,0,0,0,Esta es la serie con la que Jesús Hdez-Güero obtuvo la V Beca Jacobo Tosio &gt;&gt;&gt; https://t.co/YEQ2fRJwiv
22692,"bitch, you are the bitch' atte reb",1,1,1,"bitch, tu eres la perra' atte reb"
22693,@Marta04104594 I ram you hard so you scream when you feel my cock in your wet pussy,0,0,0,@Marta04104594 Embestir te con fuerza q chilles al sentir mi.polla en tu coño humedo
22694,"@ValencianosHoy @DrodriguezVen Delci is a whore, but you're a prepaid 5 pesos piaso shit",1,1,1,"@ValencianosHoy @DrodriguezVen Delci es una puta,pero tu eres una prepago de 5 pesos piaso mierda"
22695,@JDanceInTheDark no slut get up your pussy slut look for a job slut get a business slut suck a dick slut,1,1,1,@JDanceInTheDark no puta levanta tu coño puta busca trabajo puta consigue un negocio puta chupa una polla puta
22696,"How disgusting and repulsive the Arab bosses raise me, their mental straws and their rancid machismo. Saudi Arabia sentences a woman to two years in jail for hugging a singer https://t.co/FMRBEiajJz",1,0,1,"Qué asco y repulsa me levantan los jefes árabes, sus pajas mentales y su machismo rancio..  Arabia Saudita condena a una mujer a dos años de cárcel por abrazar a un cantante https://t.co/FMRBEiajJz"
22697,"Typical: if a girl doesn't like another girl, it's because the other girl is a BITCH 😂 but only because she doesn't like her",1,0,0,Tipico : si una chica no le cae otra chica es por que para la otra es una PUTA 😂 pero solo por que no le cae bien
22698,Dog what a bitch and coward you are little piece of shit is what you are VI O LA DOR.,0,0,0,Perro que perra y cobarde que eres pedacito de mierda es lo que tu eres VI O LA DOR.
22699,The necessary and temporary tax increases by the Rajoy Cabinet will put an end to the manipulation of immigrants #generandoconfianza,0,0,0,Las necesarias y temporales subidas de impuestos del Gabinete Rajoy acabarán con las manipulaciones de los inmigrantes   #generandoconfianza
22700,@Sketchshanice Shut up fucking sadboy bitch,1,1,1,@Sketchshanice Que te calles puta sadboy de los cojones
22701,"You shut your fucking mouth, you can't speak with your hands stained with blood or didn't your parents teach you? https://t.co/dCHef9mmQ6",0,0,0,"Tu cierra la puta boca, que con las manos manchadas de sangre no se habla o no te lo enseñaron tu padres? https://t.co/dCHef9mmQ6"
22702,You are a bastard you do not deserve to be happy bitch bitch bitch,1,1,1,Sos una malparida no mereces ser feliz puta puta puta
22703,"@ohmxrvel If I deserved it, being in the shoes of someone who has been bullied is not easy. You have to give new actresses a chance",0,0,0,"@ohmxrvel Si lo merecía, estar en la piel de alguien que sufrió acoso no es fácil. Hay que darle oportunidad a nuevas actrices"
22704,"@AgosBlanco13 It fits you, you don't deserve it for a bitch",1,1,1,"@AgosBlanco13 Te cabe, no te lo mereces por zorra"
22705,"@ingridcoronado Shut up, bitch, the ones that TV Azteca executives throw out every time you spend your time jumping from dick to dick, that's why you left Fernando, because you love whoredom",1,1,1,"@ingridcoronado Cállate perra, Recalentado los que se echan los directivos de TV Azteca cada que te la pasas brincando de verga en verga, por eso dejaste a Fernando, porque te encanta la puteria"
22706,Spain creates its first 'refugee camp' in the bay of Algeciras. ILLEGAL IMMIGRANTS https://t.co/sc3HCEu7wB SANCHEZ RESIGN ELECTIONS NOW!!,0,0,0,España crea su primer 'campo de refugiados' en la bahía de Algeciras. INMIGRANTES ILEGALES   https://t.co/sc3HCEu7wB SANCHEZ DIMISIÓN ELECCIONES YA!!
22707,The sub-Saharan manteros run with chairs to the Police https://t.co/OXY9ZhnW5y via @Periodistadigit,1,0,1,Los manteros subsaharianos corren a sillazos a la Policía https://t.co/OXY9ZhnW5y vía @Periodistadigit
22708,@FeerChavela_ Obviously you are my best friend forever and ever bitch,1,1,0,"@FeerChavela_ Obvio tu eres mi mejor amiga por siempre y para siempre, zorra"
22709,@Albiol_XG @PPCatalunya @ALevySoler The 'unjustifiable harassment' is some people who follow her in an act showing a mobile with an image of a bow! and also...yellow!,0,0,0,@Albiol_XG @PPCatalunya @ALevySoler El 'acoso injustificable' son unas personas q la siguen en un acto enseñando un mobil con una imagen de un lazo! y ademas..amarillo!
22710,@uranioceIoso @iStar57_ You are my favorite bitch,1,1,1,@uranioceIoso @iStar57_ Tú eres mi zorra favorita
22712,@yungpichaku @3adawiyaaa you are my problem bitch x,1,1,1,@yungpichaku @3adawiyaaa tu eres mi problema puta x
22713,"@EstefCastilloS I hope you go to hell, that life gives you everything you deserve as a whore.",1,1,1,"@EstefCastilloS ojala te vayas al infierno, que la vida te de todo lo que te mereces por puta."
22715,"@ragaazza Pollaícas = chicks, nonsense, nonsense 😂😂",0,0,0,"@ragaazza Pollaícas = polladas, tonterías, sinsentidos 😂😂"
22716,And you are a racist bitch with a huge sense of inferiority. That's why you have to come to Twitter looking for prominence at the cost of releasing shit taking advantage of a misfortune. I want this to be the last night of your life that you go to sleep. https://t.co/yVb67xlIoD,1,1,1,Y tú eres una perra racista con un enorme sentimiento de inferioridad. Por eso tienes que venir a Twitter buscando protagonismo a costa de soltar mierda aprovechando una desgracia. Deseo que esta sea la última noche de tu vida que te vayas a dormir. https://t.co/yVb67xlIoD
22717,"THE FUCKING MOTHER THE FUCKING MOTHER I'M CRYING. I KNEW YOU WERE GOING TO WIN, YOU WERE PUTTING YOUR ALL INTO THIS. YOU DESERVE IT, I'M SO HAPPY. I WANTED SO MUCH FOR YOU TO BE THE WINNER. @twogayghosts https://t.co/GP3sPYSnkG",0,0,0,"LA PUTA MADRE LA PUTA MADRE ESTOY LLORANDO. SABIA QUE IBAS A GANAR, LE ESTABAS PONIENDO TODI A ESTO. LO RE MERECES, ESTOY TAN FELIZ. DESEABA TANTO QUE SEAS LA GANADORA. @twogayghosts https://t.co/GP3sPYSnkG"
22719,"I tell you that before you are choking on my dick before I am sunk in your ass. No matter how good it is, you would fall first. https://t.co/cGLooWUCnX",0,0,0,"Te digo yo que antes estás tú atragantandote con mi polla a que yo esté hundido en tu culo. Por muy bueno que sea, caerias tú antes. https://t.co/cGLooWUCnX"
22720,"@PabloSobrado7 of course, since you are a retarded moron from another planet. I'm going to your fucking house to break your arm.",0,0,0,"@PabloSobrado7 claro, como tu eres un subnormal retrasado venido de otra planeta. Voy a ir a tu puta casa a romperte un brazo."
22721,"You are just as dirty, sons of bitches and you are preaching values. You don't deserve to wear any shirt, to retirement @SergioRamos @DaniCarvajal92 #ElClasico",0,0,0,"Sois igual de sucios, hijos de puta y vais predicando valores. No merecéis llevar ninguna camiseta, al retiro @SergioRamos @DaniCarvajal92 #ElClasico"
22722,"But if everything is normal Let me tell you that from the moment a country expels refugees and not migrants, things are NOT normal....",0,0,0,Pero si todo está normal Déjenme decirles que desde el momento en que un país expulsa refugiados y no migrantes la cosa NO está normal....
22723,"How pathetic, shameful the history of Chile, a third world country subjected to the USA that put Somoza, Trujillo and many other pathetic sudacas dictators https://t.co/HOi439SY8j",1,0,0,"Que patético, vergonzosa la historia de chile, un país del tercer mundo sometido a USA que puso a Somoza, Trujillo y muchos otros patéticos dictadores sudacas https://t.co/HOi439SY8j"
22724,Yesterday I went to a costume 18 and the one with the most money in the group dressed up as an Arab sheikh,0,0,0,ayer fui a un 18 de disfraces y el que mas guita tiene del grupo se disfrazo de jeque arabe
22726,"@elisacarrio The shell of your mother, daughter of a thousand whores!!! Nothing else, you don't deserve it",1,1,1,"@elisacarrio La concha de tu madre hija de mil puta!!! Nada más, no lo mereces"
22727,@lovatospriority Shut up bitch you were the first to like it,1,1,1,@lovatospriority Callate puta que tu fuiste la primera en darle like
22728,Can immigrants and refugees remedy the Spanish depopulation? https://t.co/K08jbSfiqP #curiosity,0,0,0,¿Pueden inmigrantes y refugiados remediar la despoblación española? https://t.co/K08jbSfiqP #curiosidad
22730,"Fuck baby fuck me like you know how, move on me, squeeze my dick with your pussy mercilessly, I hug you, press your nipples against my chest while I kiss you, your moans in my mouth https://t.co/nbXmKAT2Pd",0,0,0,"Joder nena fóllame como tu sabes, muévete sobre mi, aprieta mi polla con tu coño sin piedad, te abrazo, pego tus pezones contra mi pecho mientras te beso, tus gemidos en mi boca https://t.co/nbXmKAT2Pd"
22731,"@todonoticias Shut up, son of a bitch, you liar, you are an asshole that you keep lying, thief, get out of Argentina",0,0,0,@todonoticias Callate hijo de puta mentiroso son pelotudo que seguis mintiendo ladron andate de la Argentina
22732,"@patricionavia @ferperezc Shut up weon sold. As if we didn't work, son of a bitch!",0,0,0,@patricionavia @ferperezc Cállate weon vendió. Cómo si no trabajáramos hijo de la gran puta!
22733,"I have Celeste's Twitter on my cell phone and I can't believe that putting 'Milton shut up' fills up with favs, the fucking",0,0,0,"Tengo el Twitter de Celeste en mi celular y yo no puedo creer que con poner 'Milton callate' se llene de favs, la puta madre"
22734,@Shariit_Rgueez @_Axxelo Shut up. You are quite a bitch. 🌚❤,1,1,1,@Shariit_Rgueez @_Axxelo Cállate. Tú eres bien zorra. 🌚❤
22735,@PoderFeminazi That's it! Balls!,0,0,0,@PoderFeminazi Eso es! Cojones!
22736,United Arab Emirates and Dubai International Financial Center want to create the first blockchain-based dispute resolution system integrated into a judicial system https://t.co/uMWbdFPRnw,0,0,0,Emiratos Árabes y el Dubai International Financial Centre quieren crear el primer sistema de resolución de disputas basado en blockchain e integrado en un sistema judicial https://t.co/uMWbdFPRnw
22737,@PabloAgustin @barbarammzz @MicaSuarez12 SHUT UP...BITCH https://t.co/Qm6enxgxls,1,1,1,@PabloAgustin @barbarammzz @MicaSuarez12 CÁLLATE...PERRA https://t.co/Qm6enxgxls
22738,@LaJornadaMaya If they report sexual harassment—they take away their union rights. When you were born an idiot you have no choice. @Observa_Tuimss @Tu_IMSS,0,0,0,@LaJornadaMaya Si denuncian acoso sexual.—le quitan sus derechos sindicales. Cuando naciste imbécil no tienes remedio. @Observa_Tuimss @Tu_IMSS
22740,STOP WEBIARING BAD BITCH I DON'T SHOT YOU WEAS VKOOK IN THE FACE MARIA JAVIERA I'M GOING TO TAKE THE CTM FROM YOU https://t.co/ofEH8W3Gor,1,1,1,DÉJATE DE WEBIAR ZORRA MAL PARIDA YO NO TE TIRO WEAS VKOOK EN LA CARA MARIA JAVIERA TE VOY A SACAR LA CTM https://t.co/ofEH8W3Gor
22741,"Whore of her mother..... That this woman is RECONTRA an idiot and we have to pay her with our taxes... They let her know that her SAMURAI BOSS received DIRTY money and she is more convinced, that they have to FIGHT AGAINST CORRUPTION.. GET THE SHIT OUT OF YOUR HEAD... WOMAN https://t.co/ryXAQ6YsRq",1,1,1,"Puta de su madre..... Que esta mujer es RECONTRA imbécil y tenemos que pagarle con nuestros impuestos... Le hacen saber que su JEFA SAMURAI recibió dinero SUCIO y ella se convence mas, que tienen que LUCHAR CONTRA LA KORRUPCION ... SACATE LA MIERDA DE LA CABEZA... MUJER https://t.co/ryXAQ6YsRq"
22742,⚠️ They jump over the #Ceuta fence shouting 'racists'. https://t.co/S6UrsjjuGY,0,0,0,⚠️ Saltan la valla de #Ceuta al grito de 'racistas'.  https://t.co/S6UrsjjuGY
22743,"@skeletomh you're the idiot bitch and I'm the old man, okurr",1,1,1,"@skeletomh tú eres la perra idiota y yo el viejo, okurr"
22744,ya ke arabes ki font ca???? https://t.co/zBIYq5TTRO,0,0,0,ya ke les arabes ki font ca???? https://t.co/zBIYq5TTRO
22745,"You fucking liar have slept with girls, you fucking son of a bitch. You deserve everything that is happening to you, @kingxfthieves .",0,0,0,"Puto mentiroso de mierda te has acostado con chicas, maldito hijo de perra. Te mereces todo lo que te está pasando, @kingxfthieves ."
22746,"My uncles saying that ines arrimadas is a bitch, let's see, shut up",1,1,1,"Mis tios diciendo que ines arrimadas es una zorra, a ver callate la boca"
22747,"@Maritza05484697 YOU are the super RE WHAT AN IDIOT GOD DAMN YOU AND DESTROY YOU YOU ARE A GREAT SHIT FUCKED BITCH OF THE RE PUTO SHIT GOVERNMENT, GOD DAMN AND SEND TO HELL ALL THOSE WHO SIGNED THAT FUCKING LAW, GOD FILL YOUR ASS WITH CANCER RE MI",1,1,1,"@Maritza05484697 TÚ eres la super RE QUE IDIOTA ¡¡DIOS TE MALDIGA Y TE DESTRUYA ERES GRAN MIERDA PENDEJA PUTA JODIDA DEL RE PUTO MIERDA GOBIERNO, DIOS MALDIGA Y MANDE AL INFIERNO A TODOS LOS QUE FIRMARON ESA PUTA LEY, DIOS TE LLENE EL CULO DE CÁNCER RE MI"
22748,"@zhorro4 you are not an artist, you are a whore looking for a plug, with the forgiveness of the whores.",1,1,1,"@zhorro4 tu no eres artista, tu eres una puta buscando enchufado, con el perdón de las putas."
22749,"28: I love you, I hate your friend's bitch ☺️☺️ but you are my life *scissors*",1,1,1,"28: te amodio, odio a la perra de tu amiga ☺️☺️pero tú eres mi vida *tijerazo*"
22750,@cinta16_ C I N T A SHUT YOUR FUCKING MOUTH UP IF YOU ARE NOT GOING TO TEACH ME ANYTHING I HAD A VERY FUCKING BAD TIME,0,0,0,@cinta16_ C I N T A QUE TE CALLES LA PUTA BOCA SI NO ME VAS A ENSEÑAR NADA QUE LO PASO MUY MAL JODER
22751,You are my whore and I am your crush I am your whore and you are my cross,1,1,1,Tu eres mi puta y yo soy tu crush yo soy tu puto y tu eres mi cruz
22752,They should give life imprisonment to all immigrants who commit crimes in a country where they open their doors to them. And that they pay that sentence in that country. You can't bite the hand of the one who feeds you...,1,0,1,Deben darle cadena perpetua a todos los inmigrantes que lleguen a delinquir en un país donde le abren sus puertas. Y que paguen esa condena en ese país. No se puede morder la mano de quien te da de comer...
22753,"@AnunciosMx Enjoy your event! We will organize it for you, banquets, taquizas, menu at times, Arab tacos, pasta, salad bar, waffles bar, etc. We will gladly assist you 5554383714 https://t.co/VxIP6GFnnr",0,0,0,"@AnunciosMx Disfruta tu evento!!Nosotros te lo organizamos, banquetes, taquizas, menú a tiempos, tacos árabes, pastas, bar de ensaladas, waffles bar, etc con gusto te atendemos 5554383714 https://t.co/VxIP6GFnnr"
22754,"@BedMM @NayBetania You are the culprit, bitch >:v",1,1,1,"@BedMM @NayBetania Tú eres la culpable, perra >:v"
22755,"Bonuses of 2,000 euros for undocumented immigrants who leave France https://t.co/NJ7OmJftJF via @elmundoes",0,0,0,Primas de 2.000 euros para los indocumentados que se marchen de Francia https://t.co/NJ7OmJftJF vía @elmundoes
22756,"@Flor_avalos23 I answered you bitch, I answered you, so shut up and answer me.",1,1,1,"@Flor_avalos23 Te conteste zorra, te conteste, asi que callate y contestame."
22757,"""NO ARAB LEADER CAN GRANT JERUSALEM. Saudi King Salman bin Abdulaziz will reportedly take over Saudi Arabia's ""Palestinian politics"", suggesting a difference between the King and his son,... https ://t.co/FUHr0XAEbk""",0,0,0,"""NINGÚN LIDER ÁRABE PUEDE CONCEDER JERUSALÉN.  Según los informes, el rey saudí, Salman bin Abdulaziz se hará cargo de la """"política palestina"""" de Arabia Saudita, lo que sugiere una diferencia entre el Rey y su hijo,... https://t.co/FUHr0XAEbk"""
22758,"it's that with that neckline you look like a slut', 'that short skirt...', 'the fishnet stockings... (whore)' anyway.",1,1,0,"es que con ese escote pareces una guarra', 'esa falda tan corta...', 'las medias de rejilla... (puta)' en fin."
22759,"@luisale88745179 @KarinaJaz23 @DalasReview Whe bitch no, she's stupid, Mongolian, she smells farts, imbecile, flat, scabby, bitch and pedophile",1,1,1,"@luisale88745179 @KarinaJaz23 @DalasReview Whe puta no, es estupida,mongola, huele pedos,imbecil,plana,costrosa,zorra y pedofila"
22760,1MILLION “ARABE”🔥🚀❌@_eckoyg https://t.co/0w7suyO1FC,0,0,0,1MILLON “ARABE”🔥🚀❌@_eckoyg https://t.co/0w7suyO1FC
22761,Hoxe my grandfather is going to teach me how to use a shotgun and I am super excited 😍😍😍 mine is not a fucking grace but it gives me iwá,0,0,0,Hoxe meu abuelo vaime enseñar a usar a escopeta e estou superemocionada 😍😍😍 a miña nai non lle fai puta gracia pero me da iwá
22762,"""#AtentadoMaduro #Venezuela @carlosvecchio : """"It is a strategy [to justify the repression] that dictatorships have used, with the Cuban seal. There has been an exile that I call a """"refugee crisis"""", product of the worst economic crisis that Latin America has had"""".""",0,0,0,"""#AtentadoMaduro #Venezuela @carlosvecchio : """"Es una estrategia [para justificar la represión] que han usado las dictaduras, con el sello cubano. Ha habido un exilio que yo lo llamo una """"crisis de refugiados"""", producto de la peor crisis económica que ha tenido Latinoamérica""""."""
22763,"@Hugo_Gutierrez_ You deserve that we grab you by the feet in the fox, gargles and combos in the old culiao snout, I hope you don't cross my path",0,0,0,"@Hugo_Gutierrez_ Te mereces que te agarremos a patas en la zorra, gargajos y combos en el hocico viejo culiao, ojalá no te cruces en mi camino"
22764,@trujeflowers Shut up bitch lol,1,1,1,@trujeflowers Cállate zorra jajaja
22765,"Of course, but then rap, the kids who improvise and rap 'the only thing they know how to say is your girlfriend is a bitch, your mother is a bitch', I'm sure they do... you have no idea. @SmoothArkano you are HUGE. https://t.co/fSKLbVFxKS",0,0,0,"Claro pero luego el rap, los chavales q improvisan y rapean 'lo único q saben decir es tu novia es una zorra, tu madre es una puta', seguro q sí... no tenéis ni idea. @SmoothArkano eres ENORME. https://t.co/fSKLbVFxKS"
22766,@Anilinda007 Shut up bot son of a bitch,0,0,0,@Anilinda007 Callate bot hijo de puta
22767,"The director of the Impsa company, Francisco Rubén Valenti was arrested this afternoon. The man, residing in Mendoza, had traveled to the United Arab Emirates 48 hours before Judge Bonadio, in charge of the case for the bribery notebooks, ordered his arrest. The nation",0,0,0,"El director de la empresa Impsa, Francisco Rubén Valentifue detenido esta tarde. El hombre, con domicilio en Mendoza, había viajado hacia los Emiratos Árabes 48 hs antes de que el juez Bonadio, a cargo de la causa por los cuadernos de las coimas , ordenara su detención. La Nación"
22769,@MemeBurgos you are the bitch https://t.co/FSN6n9BTBH,1,1,1,@MemeBurgos tu eres la perra https://t.co/FSN6n9BTBH
22770,"@kahlofx AND I GET ARABIC, ARABIC WHEN I TAKE SYRUP, SYRUP. #ModoArabe AHRE. https://t.co/SlW392K91x",0,0,0,"@kahlofx Y ME PONGO ÁRABE, ÁRABE CUANDO TOMO JARABE, JARABE. #ModoArabe AHRE. https://t.co/SlW392K91x"
22771,"L- The best place to have my dick right now is in Wicca's throat, filling me with drool",1,1,1,"L- El mejor luegar para tener mi polla ahora mismo es en la garganta de Wicca, llenándome de babas"
22772,@JuanitoFxtbol_ @ElKriket But you are a dirty bitch,1,1,1,@JuanitoFxtbol_ @ElKriket Pero tu eres una perra sucia
22773,"One more reason to hate Arturo Vidal. Sudaca, Chilean and in addition to Barça 🙌🏻🙌🏻🙌🏻",1,1,1,"Una razón más para odiar a Arturo Vidal. Sudaca, chileno y además del barça 🙌🏻🙌🏻🙌🏻"
22774,Not bad for the LPF against foreign teams in the Concacaf League. ●United Arab 🇵🇦3-0 Arnett Gardens. ●Diriangén FC 0-4 CD Universitario🇵🇦. ●Taurus FC 🇵🇦1-0 Real Spain. https://t.co/rSJyW8r0C2,0,0,0,Nada mal la LPF ante los equipos extranjeros en la Liga Concacaf. ●Árabe Unido 🇵🇦3-0 Arnett Gardens. ●Diriangén FC 0-4 CD Universitario🇵🇦. ●Tauro FC 🇵🇦1-0 Real España. https://t.co/rSJyW8r0C2
22775,"@BasketZaragoza Can something like 'Sons of bitches, scoundrels' be taught? 😂",0,0,0,"@BasketZaragoza Algo estilo 'Hijos de puta, sinvergüenzas' se puede enseñar? 😂"
22776,"Kösem deserved it, she was a bitch afterwards #KosemGranFinal",1,1,1,"Kösem se lo merecía, fue muy zorra después #KosemGranFinal"
22777,"How #BlackWomen Saved Evangelicalism For black Christians, sexual harassment and rape are as big a problem as abortion. https://t.co/R89Mhf8hlY",0,0,0,"Como #BlackWomen Salvaron al Evangelicalismo Para los cristianos negros, el acoso sexual y la violacion son un problema tan importante como el aborto. https://t.co/R89Mhf8hlY"
22778,"https://t.co/ItYktmuAh8 But hey, women are saints and men are sons of bitches, sexists, oppressors... fucking disgusting society, the laws are not the same for both genders.",0,0,0,"https://t.co/ItYktmuAh8 Pero eh, que las mujeres son unas santas y los hombres unos hijos de puta, machistas, opresores.. puto asco de sociedad, las leyes no son iguales para ambos generos."
22779,"If a Spaniard attacks a GC, throwing quicklime, excrement, etc., he gets 5 years in jail, if he does it by a sub-Saharan immigrant and we give him shelter, food, etc. some political parties applaud him, if you think like me, some They call you an asshole, racist, Francoist and fascist.",1,0,1,"Si un español agrede a un GC, echándole cal viva, excrementos, etc,le caen 5 años de cárcel, si lo hace un subsahariano e inmigrante, le damos cobijo,comida,etc algunos partidos políticos lo aplauden,si piensas como yo,algunos gilipollas te llaman,racista,franquista y fascista."
22780,"You destroy the lives of seven minors and they reward you with only 7 months in jail. What is the secret of such magnanimity with a compulsive rapist? There is no secret, he is a 'poor little immigrant'. Angela Merkel, it can be said that she is a necessary cooperator in these violations. https://t.co/VFB5aD82ww",1,1,0,"Les destrozas la vida a siete menores y te premian con solo 7 meses de cárcel. ¿ ¿Cuál es el secreto de tanta magnanimidad con un violador compulsivo? No hay secreto, es un 'pobrecito inmigrante'. Angela Merkel, se puede decir que es una cooperadora necesaria en esas violaciones. https://t.co/VFB5aD82ww"
22781,@lopezdoriga Shut up bitch! https://t.co/RO41NM4OQm,1,1,1,@lopezdoriga Cállate puta! https://t.co/RO41NM4OQm
22783,I portray the roomba sudaca. https://t.co/4KA6aCyNDb,1,1,0,Retratao el roomba sudaca. https://t.co/4KA6aCyNDb
22784,"Take son of a thousand bitches, you deserve that and a good shit on the stick alone, they are a piece of shit @yaoecabrera https://t.co/kGASzZl5Tq",0,0,0,"Toma hijo de re mil puta,te mereces eso y una buena cagada a palo solo,son unos pedazo de mierda @yaoecabrera https://t.co/kGASzZl5Tq"
22785,@kalitres @DarthVallekas shut up fascist nazi Francoist lazy Andalusian pig son of a bitch long live RESPECT and DEMOCRACY FREEDOM FOR POLITICAL PRISONERS,0,0,0,@kalitres @DarthVallekas callate fascista nazi franquista cerdo andaluz vago hijo de puta cuñao viva el RESPETO y la DEMOCRACIA LIBERTAD A LOS PRESOS POLITICOS
22786,"@NetflixES A great series, which talks about taboos that little by little cease to be: suicide, rape and bullying.",0,0,0,"@NetflixES Una serie genial, que habla de tabús que poco a poco dejan de serlo: el suicidio, la violación y el acoso escolar."
22788,"Here we can see a group of cute moromiterdas, garbage that @sanchezcastejon likes to collect from the sea so much. As can be seen, they are fully integrated into European society. Are they or are they not like wild, dirty, delinquent, rapist and bullying monkeys? https://t.co/lbZH8Iu92B",1,0,1,"Aquí podemos ver un grupo de simpáticos moromierdas, basura de la que a @sanchezcastejon le gusta tanto recoger del mar. Como se puede apreciar están totalmente integrados en la sociedad europea. ¿Son o no son como monos salvajes, sucios, delincuentes, violadores y pendencieros? https://t.co/lbZH8Iu92B"
22789,It seems wrong to me that you see rape culture out there and you even find it funny that women are raped. you are scum,0,0,0,Me parece mal que veáis cultura de violación por ahí y hasta os parezca gracioso que violen a mujeres. Soys escoria.
22790,"@vanessagirona @KRLS @mossos You come to mine..., 'political' not Spain, with Franco that didn't happen you had what you wanted, everyone equally, the fanaticism for independence came later with those of us who voted stunned, I am of c's for innovating not for or",0,0,0,"@vanessagirona @KRLS @mossos Vienes a las mías..., 'políticos' no España, con Franco eso no pasaba teníais lo que queríais, todos por igual, el fanatismo por la independencia llegó después con atontaos a los que votamos, yo soy de c's por innovar no por o"
22791,@MarHuidobro you are the mother fox of a murderer with a left-handed and separatist gene!!!,1,1,1,@MarHuidobro tú eres la zorra madre de un asesino con gen izquierdoso y separatista!!!
22792,I can't wait to eat some Arab empanadas with a lot of lemonnnnnnn. By God 😍😍😭😭,0,0,0,Que ganas de comerme unas empanadas árabes con mucho limónnnnnn. Por Dio😍😍😭😭
22793,"@ I still love you but you don't deserve it, bitch.",1,1,1,"@ te sigo amando pero no lo mereces, perra."
22794,"@SErikasex I already want to punish you once and for all, fucking bitch, you deserve that I fill you over and over again with many jets of semen until you get pregnant!",1,1,1,"@SErikasex Ya deseo castigarte de una buena vez perra de mierda, mereces que te rellene una y otra vez de muchos chorros de semen hasta dejarte preñada!"
22795,#It's been a long time since you mopped the floor,0,0,0,#HaceMuchoQue no friegas el suelo
22796,SEE HOW YOU WANT I KNOW ABOUT MY ARAB SISTERS I CONSIDER THEM TO BE FIGHTERS AND I MISS THEM I KNOW I HOPE I SEE YOU I MISS YOU 🥰😘😘,0,0,0,VE COMO QUIERAS YO SE DE MIS HERMANAS ARABES LES CONSIDERO QUE SON LUCHADORAS Y  OS ECHO DE MENOS SE QUE ESPERO QUE OS VEA OS EXTRAÑO🥰😘😘
22797,"@A3Noticias Never Ramos, do not compare yourself with that Friky, that son of a bitch separates and damages a country, you are a crack",0,0,0,"@A3Noticias Jamas Ramos no t compares con ese Friky, ese hijo de puta separa y daña un pais, tu eres un crack"
22798,To ask everyone on the street for papers and ask for a visa from everyone who wants to come and deport illegals if we do not have control at the airports and ports and border we are screwed silent invasion live with your enemy without counting the stateless we are at war https https://t.co/CqPwORL9c0,1,0,0,A pedirle papeles a todas las personas en la calle y pedir visa a todos el que quiera venir y deportar ilegales  si no tenemos control en los aeropuertos y puertos y frontera estamos jodidos invasión silenciosa vivir con tu enemigo sin contar con los apátridas estamos en guerra https://t.co/CqPwORL9c0
22799,@alwayshateme_ @johan_taps which ping if you are sudaca also understands ptm NORMAL FUCKING HITS NO HITS THAT GO WITH COMBOOO,1,0,1,@alwayshateme_ @johan_taps cual ping si tu eres sudaca ademas entiende ptm HITS PUTOS NORMALES NO HITS QUE VAN CON COMBOOO
